name,position,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,In_DreamTeam,Season
Anthony Gordon,MID,Everton,0,2,24,0,25.7,195,45,1,1,9.2,41.6,2022-08-30T19:00:00Z,90,11,0,0,0,0,5,0,149468,1,1,25,8,7486,22989,15503,55,FALSE,1,5,0,22-23
David Raya Martin,GK,Brentford,0,0,16,0,0,81,43,1,0,2,20,2022-08-30T18:30:00Z,90,7,0,0,0,0,5,3,634308,1,1,0,3,13586,49912,36326,45,FALSE,0,5,0,22-23
Aaron Hickey,DEF,Brentford,0,0,17,0,1.4,510,43,1,0,2.4,22.8,2022-08-30T18:30:00Z,78,7,0,0,0,0,5,0,40191,1,1,0,1,-2891,2598,5489,50,FALSE,1,5,0,22-23
Solly March,MID,Brighton,0,0,10,0,8.6,107,44,2,0,2.7,8.8,2022-08-30T18:30:00Z,90,9,0,0,0,0,5,0,42933,1,2,10,2,2309,9272,6963,50,FALSE,0,5,0,22-23
Brenden Aaronson,MID,Leeds,1,0,18,0,45.1,246,45,1,0,9.5,28.6,2022-08-30T19:00:00Z,75,8,0,0,0,0,5,0,150325,1,1,21,5,2217,20508,18291,55,TRUE,0,5,0,22-23
Danny Ward,GK,Leicester,0,0,15,0,0,254,46,1,0,1.2,11.8,2022-09-01T19:00:00Z,90,14,0,0,0,0,5,1,2662635,1,0,0,2,-7950,79635,87585,40,TRUE,0,5,0,22-23
Joachim Andersen,DEF,Crystal Palace,0,0,16,0,11.7,165,43,1,0,4,28.4,2022-08-30T18:30:00Z,90,4,0,0,0,0,5,0,241545,1,1,0,2,19642,29561,9919,45,TRUE,0,5,0,22-23
Wilfred Ndidi,MID,Leicester,0,0,23,0,0.9,265,46,1,0,2.4,23.4,2022-09-01T19:00:00Z,90,14,0,0,0,0,5,0,34006,1,0,0,2,-3764,1260,5024,49,TRUE,0,5,0,22-23
Ederson Santana de Moraes,GK,Man City,0,0,26,1,0,307,49,0,0,1,9.6,2022-08-31T18:30:00Z,90,16,0,0,0,0,5,1,1751641,0,6,0,6,-80943,56152,137095,55,TRUE,0,5,0,22-23
Jarrod Bowen,MID,West Ham,0,0,3,0,21.9,465,47,1,0,4.7,0.8,2022-08-31T18:45:00Z,90,18,0,0,0,0,5,0,295489,1,1,24,2,-70207,3631,73838,82,TRUE,0,5,0,22-23
Bryan Mbeumo,FWD,Brentford,0,0,6,0,3.2,95,43,1,0,0.8,0,2022-08-30T18:30:00Z,67,7,0,0,0,0,5,0,255242,1,1,6,2,-36622,21365,57987,60,FALSE,0,5,0,22-23
Amadou Onana,MID,Everton,0,0,10,0,1.3,577,45,1,0,5.4,18.6,2022-08-30T19:00:00Z,90,11,0,0,0,0,5,0,16354,1,1,34,2,-1641,1615,3256,49,FALSE,0,5,0,22-23
Marcus Rashford,MID,Man Utd,1,0,16,1,30.7,335,46,0,0,7.6,19,2022-09-01T19:00:00Z,86,10,0,0,0,0,5,0,603348,1,0,26,6,8964,94697,85733,63,FALSE,0,5,1,22-23
Julián Álvarez,FWD,Man City,0,2,56,1,28.5,319,49,0,2,17.8,79,2022-08-31T18:30:00Z,90,16,0,0,0,0,5,0,137602,0,6,70,12,-6054,20210,26264,62,TRUE,0,5,0,22-23
John Stones,DEF,Man City,1,1,40,1,12.2,302,49,0,0,4.6,32.2,2022-08-31T18:30:00Z,74,16,0,0,0,0,5,0,201838,0,6,2,10,-1670,12532,14202,54,TRUE,0,5,0,22-23
Lucas Digne,DEF,Aston Villa,0,0,9,0,5.6,33,41,2,0,2.3,17.2,2022-08-31T18:30:00Z,90,1,0,0,0,0,5,0,220657,1,2,0,1,-34597,3966,38563,48,FALSE,0,5,0,22-23
Shandon Baptiste,MID,Brentford,0,0,11,0,1.6,94,43,1,0,0.7,3.2,2022-08-30T18:30:00Z,67,7,0,0,0,0,5,0,31266,1,1,2,2,-1792,2074,3866,45,FALSE,0,5,0,22-23
Bukayo Saka,MID,Arsenal,1,0,19,0,42.7,13,41,1,0,11.6,24.6,2022-08-31T18:30:00Z,87,2,0,0,0,0,5,0,1189232,1,2,49,5,-182936,22544,205480,79,TRUE,0,5,0,22-23
Lloyd Kelly,DEF,Bournemouth,0,0,26,1,0.4,73,42,0,0,2.3,22.6,2022-08-31T18:30:00Z,90,20,0,0,0,0,5,0,100367,0,0,0,6,-26769,380,27149,45,TRUE,0,5,0,22-23
Trent Alexander-Arnold,DEF,Liverpool,0,0,12,0,16.3,285,48,1,0,3.5,5,2022-08-31T19:00:00Z,70,15,0,0,0,0,5,0,4893854,1,2,14,2,238301,299146,60845,75,TRUE,0,5,0,22-23
Kiernan Dewsbury-Hall,MID,Leicester,0,0,17,0,28.3,266,46,1,0,7.2,20.4,2022-09-01T19:00:00Z,90,14,0,0,0,0,5,0,169393,1,0,23,2,-34525,6778,41303,50,TRUE,0,5,0,22-23
Mohamed Salah,MID,Liverpool,2,2,28,0,64.3,283,48,1,0,14.7,44,2022-08-31T19:00:00Z,90,15,0,0,0,0,5,0,5360861,1,2,39,10,-466694,61038,527732,130,TRUE,0,5,0,22-23
Gavin Bazunu,GK,Southampton,0,0,16,0,0,422,50,1,0,2.8,28,2022-08-30T18:45:00Z,90,6,0,0,0,0,5,3,64078,1,2,0,3,-811,2747,3558,45,TRUE,0,5,0,22-23
Mathias Jorgensen,DEF,Brentford,0,0,11,0,1,595,43,1,0,2.6,14.4,2022-08-30T18:30:00Z,90,7,0,0,0,0,5,0,25976,1,1,11,2,18891,22252,3361,40,FALSE,0,5,0,22-23
Lewis Dunk,DEF,Brighton,0,0,4,0,1.1,106,44,2,0,1.1,10.2,2022-08-30T18:30:00Z,90,9,1,0,0,0,5,0,559364,1,2,0,-1,211721,236194,24473,46,FALSE,0,5,0,22-23
William Saliba,DEF,Arsenal,0,0,9,0,10.8,26,41,1,0,2.4,12.8,2022-08-31T18:30:00Z,90,2,0,0,0,0,5,0,1764468,1,2,0,1,575350,619979,44629,47,TRUE,1,5,0,22-23
Emiliano Buendía Stati,MID,Aston Villa,0,0,3,0,2.8,42,41,1,0,3.3,6.8,2022-08-31T18:30:00Z,72,1,0,0,0,0,5,0,46974,1,2,23,2,-11246,1590,12836,60,FALSE,0,5,0,22-23
Son Heung-min,MID,Spurs,0,0,2,0,1.8,428,47,1,0,4,0.6,2022-08-31T18:45:00Z,90,19,0,0,0,0,5,0,1156313,1,1,38,2,-317771,19806,337577,118,FALSE,0,5,0,22-23
Aaron Ramsdale,GK,Arsenal,0,0,13,0,0,15,41,1,0,1.7,17.4,2022-08-31T18:30:00Z,90,2,0,0,0,0,5,2,1407588,1,2,0,2,-53340,48276,101616,50,TRUE,0,5,0,22-23
Max Kilman,DEF,Wolves,0,3,29,1,3.1,484,42,0,0,2.4,20.6,2022-08-31T18:30:00Z,90,3,0,0,0,0,5,0,90210,0,0,0,9,11072,17630,6558,45,FALSE,0,5,0,22-23
Dwight McNeil,MID,Everton,0,0,9,0,4.8,534,45,1,0,2.8,22.6,2022-08-30T19:00:00Z,90,11,0,0,0,0,5,0,18581,1,1,1,2,-3426,440,3866,53,FALSE,0,5,0,22-23
Jefferson Lerma Solís,MID,Bournemouth,0,0,13,1,4.8,64,42,0,0,1.8,10.6,2022-08-31T18:30:00Z,90,20,0,0,0,0,5,0,79649,0,0,3,3,-10415,2135,12550,50,TRUE,0,5,0,22-23
Ezri Konsa Ngoyo,DEF,Aston Villa,0,0,6,0,0.8,44,41,2,0,1.6,13.6,2022-08-31T18:30:00Z,90,1,0,0,0,0,5,0,23519,1,2,2,0,-1855,785,2640,44,FALSE,1,5,0,22-23
Chris Mepham,DEF,Bournemouth,0,3,29,1,0.1,71,42,0,0,2,20.2,2022-08-31T18:30:00Z,90,20,0,0,0,0,5,0,10425,0,0,0,8,-1040,414,1454,44,TRUE,1,5,0,22-23
Roberto Firmino,FWD,Liverpool,0,3,39,0,26.1,279,48,1,1,15.1,41.4,2022-08-31T19:00:00Z,90,15,0,0,0,0,5,0,330936,1,2,83,9,157277,180838,23561,80,TRUE,0,5,0,22-23
João Palhinha Gonçalves,MID,Fulham,0,0,9,0,1.8,220,44,1,0,5.6,20.6,2022-08-30T18:30:00Z,90,5,0,0,0,0,5,0,29710,1,2,34,2,-916,2890,3806,50,TRUE,0,5,0,22-23
Kieran Trippier,DEF,Newcastle,0,0,11,0,0.8,357,48,2,0,2.9,21.2,2022-08-31T19:00:00Z,90,12,0,0,0,0,5,0,2665460,1,2,7,0,-55631,203465,259096,51,FALSE,1,5,1,22-23
Bernd Leno,GK,Fulham,0,0,13,0,10,2,44,1,0,2.9,19,2022-08-30T18:30:00Z,90,5,0,0,0,0,5,2,130735,1,2,0,2,4041,10100,6059,45,TRUE,0,5,0,22-23
Kyle Walker-Peters,DEF,Southampton,0,0,6,0,1.8,409,50,1,0,2.1,11.4,2022-08-30T18:45:00Z,90,6,0,0,0,0,5,0,124280,1,2,8,2,-2358,7866,10224,45,TRUE,0,5,0,22-23
Joelinton Cássio Apolinário de Lira,MID,Newcastle,0,0,14,0,10.8,371,48,2,0,3.1,20.4,2022-08-31T19:00:00Z,90,12,0,0,0,0,5,0,59240,1,2,0,2,-6705,2911,9616,60,FALSE,0,5,0,22-23
Alex Iwobi,MID,Everton,1,0,19,0,14.3,186,45,1,0,4.3,29,2022-08-30T19:00:00Z,90,11,0,0,0,0,5,0,19620,1,1,0,5,-1713,1014,2727,55,FALSE,0,5,0,22-23
Saïd Benrahma,MID,West Ham,0,0,7,0,32.9,464,47,1,0,5.7,9,2022-08-31T18:45:00Z,66,18,0,0,0,0,5,0,122118,1,1,15,2,-31644,3561,35205,58,TRUE,0,5,0,22-23
Fabio Henrique Tavares,MID,Liverpool,0,0,6,0,5.9,282,48,1,0,1.4,2.6,2022-08-31T19:00:00Z,90,15,0,0,0,0,5,0,102711,1,2,5,2,-4843,8422,13265,54,TRUE,0,5,0,22-23
Hakim Ziyech,MID,Chelsea,0,0,11,0,13.3,135,50,2,0,3.3,13.8,2022-08-30T18:45:00Z,90,17,0,0,0,0,5,0,32994,1,2,6,2,-3558,2003,5561,57,FALSE,0,5,0,22-23
Tomas Soucek,MID,West Ham,0,3,36,0,4.1,468,47,1,1,10.6,53,2022-08-31T18:45:00Z,90,18,0,0,0,0,5,0,106984,1,1,49,10,-15515,1657,17172,54,TRUE,0,5,0,22-23
Wilfried Zaha,MID,Crystal Palace,0,0,18,0,2.2,160,43,1,1,9.7,33.8,2022-08-30T18:30:00Z,90,4,0,0,0,0,5,0,724264,1,1,61,7,-289814,21384,311198,71,TRUE,0,5,0,22-23
Sean Longstaff,MID,Newcastle,1,1,26,0,13.8,370,48,2,0,4.7,33.4,2022-08-31T19:00:00Z,90,12,0,0,0,0,5,0,90509,1,2,0,6,2940,11985,9045,44,FALSE,0,5,0,22-23
Tom Davies,MID,Everton,0,0,4,0,2.1,190,45,1,0,0.9,5.8,2022-08-30T19:00:00Z,90,11,0,0,0,0,5,0,3194,1,1,1,1,-208,188,396,49,FALSE,1,5,0,22-23
Granit Xhaka,MID,Arsenal,0,0,14,0,25,3,41,1,0,4.6,12.6,2022-08-31T18:30:00Z,90,2,0,0,0,0,5,0,288460,1,2,8,2,10781,49435,38654,50,TRUE,0,5,0,22-23
Lisandro Martínez,DEF,Man Utd,0,0,23,1,0.7,533,46,0,0,1.3,11.8,2022-09-01T19:00:00Z,90,10,0,0,0,0,5,0,400830,1,0,0,5,74408,87743,13335,44,FALSE,1,5,0,22-23
Harvey Barnes,MID,Leicester,0,0,-3,0,2.9,264,46,1,0,1.4,0,2022-09-01T19:00:00Z,90,14,0,0,0,0,5,0,102598,1,0,12,2,4398,9309,4911,69,TRUE,0,5,0,22-23
Michail Antonio,FWD,West Ham,1,0,16,0,12.6,458,47,1,0,3.7,18.2,2022-08-31T18:45:00Z,90,18,0,0,0,0,5,0,225863,1,1,6,5,-48079,4496,52575,73,TRUE,0,5,0,22-23
Mohamed Elyounoussi,MID,Southampton,0,0,17,0,1.7,406,50,1,0,7.9,30.8,2022-08-30T18:45:00Z,90,6,0,0,0,0,5,0,6819,1,2,46,2,-495,185,680,54,TRUE,0,5,0,22-23
Mason Mount,MID,Chelsea,1,0,20,0,27.9,142,50,2,0,9.6,12,2022-08-30T18:45:00Z,90,17,0,0,0,0,5,0,461319,1,2,56,5,-133488,14897,148385,77,FALSE,0,5,0,22-23
Raúl Jiménez,FWD,Wolves,0,0,-4,1,23.8,476,42,0,0,8.8,2.8,2022-08-31T18:30:00Z,90,3,0,0,0,0,5,0,67062,0,0,61,2,29503,37485,7982,69,FALSE,0,5,0,22-23
Kai Havertz,FWD,Chelsea,0,0,1,0,2.8,145,50,2,0,3.4,8,2022-08-30T18:45:00Z,65,17,0,0,0,0,5,0,287533,1,2,23,2,-53653,16615,70268,78,FALSE,0,5,0,22-23
Ibrahima Diallo,MID,Southampton,0,0,6,0,11.8,416,50,1,0,2.1,6.8,2022-08-30T18:45:00Z,90,6,0,0,0,0,5,0,54765,1,2,2,2,-2584,3732,6316,44,TRUE,0,5,0,22-23
Adam Armstrong,FWD,Southampton,0,3,34,0,0.9,408,50,1,1,6.8,39.2,2022-08-30T18:45:00Z,85,6,0,0,0,0,5,0,78093,1,2,28,9,-3239,10850,14089,55,TRUE,0,5,0,22-23
Joe Worrall,DEF,Nott'm Forest,0,0,11,0,0.3,388,49,6,0,1.5,15,2022-08-31T18:30:00Z,90,13,0,0,0,0,5,0,11918,0,6,0,-1,-985,267,1252,45,FALSE,0,5,0,22-23
Jorge Luiz Frello Filho,MID,Chelsea,0,0,14,0,2.4,130,50,2,0,1.9,16.2,2022-08-30T18:45:00Z,66,17,0,0,0,0,5,0,364792,1,2,0,2,-41497,18707,60204,60,FALSE,0,5,0,22-23
Andreas Hoelgebaum Pereira,MID,Fulham,1,1,20,0,19.6,346,44,1,0,3.1,6.8,2022-08-30T18:30:00Z,77,5,0,0,0,0,5,0,2288617,1,2,5,6,34143,150570,116427,45,TRUE,0,5,0,22-23
Rúben Gato Alves Dias,DEF,Man City,0,0,27,1,4.3,312,49,0,0,1.7,10.8,2022-08-31T18:30:00Z,90,16,0,0,0,0,5,0,1074442,0,6,2,6,-55158,55379,110537,60,TRUE,0,5,0,22-23
Emerson Leite de Souza Junior,DEF,Spurs,0,0,13,0,1.8,445,47,1,0,3,15,2022-08-31T18:45:00Z,90,19,0,0,0,0,5,0,456143,1,1,13,2,48119,83574,35455,50,FALSE,0,5,0,22-23
Michael Olise,MID,Crystal Palace,0,0,14,1,19.2,171,43,0,0,4.4,7.4,2022-08-30T18:30:00Z,79,4,0,0,0,0,5,0,13914,1,1,17,3,-755,1043,1798,55,TRUE,0,5,0,22-23
Marc Cucurella Saseta,DEF,Chelsea,0,0,17,0,13.4,112,50,2,0,3.4,21,2022-08-30T18:45:00Z,90,17,0,0,0,0,5,0,1361659,1,2,0,1,248926,306553,57627,51,FALSE,0,5,0,22-23
Ollie Watkins,FWD,Aston Villa,0,0,6,0,2.4,40,41,2,0,1,7.4,2022-08-31T18:30:00Z,90,1,0,0,0,0,5,0,322483,1,2,0,2,-73732,12526,86258,74,FALSE,0,5,0,22-23
Adam Smith,DEF,Bournemouth,0,0,21,1,1,57,42,0,0,1.5,12,2022-08-31T18:30:00Z,90,20,0,0,0,0,5,0,13666,0,0,2,6,-1555,237,1792,44,TRUE,0,5,0,22-23
Leandro Trossard,MID,Brighton,0,0,7,0,16.8,111,44,2,0,5.3,11.4,2022-08-30T18:30:00Z,90,9,0,0,0,0,5,0,271436,1,2,25,2,25305,46240,20935,65,FALSE,0,5,1,22-23
Nathan Patterson,DEF,Everton,0,0,4,0,0.8,197,45,1,0,5.3,35,2022-08-30T19:00:00Z,90,11,0,0,0,0,5,0,641707,1,1,17,1,21097,75728,54631,40,FALSE,1,5,0,22-23
Jamie Vardy,FWD,Leicester,0,0,5,0,0.6,255,46,1,0,0,0,2022-09-01T19:00:00Z,86,14,0,0,0,0,5,0,310500,1,0,2,2,-41836,8863,50699,94,TRUE,0,5,0,22-23
Benjamin White,DEF,Arsenal,0,2,29,1,13.5,10,41,0,0,2.1,5.4,2022-08-31T18:30:00Z,64,2,0,0,0,0,5,0,518671,1,2,2,8,-22463,22981,45444,45,TRUE,0,5,0,22-23
Jacob Ramsey,MID,Aston Villa,0,0,10,0,23.6,47,41,2,0,4.4,20,2022-08-31T18:30:00Z,90,1,0,0,0,0,5,0,97152,1,2,0,1,-18904,1343,20247,53,FALSE,1,5,0,22-23
Jamaal Lascelles,DEF,Newcastle,0,0,6,0,0,360,48,2,0,1.9,19,2022-08-31T19:00:00Z,90,12,0,0,0,0,5,0,9750,1,2,0,0,-747,165,912,44,FALSE,1,5,0,22-23
Norberto Murara Neto,GK,Bournemouth,0,0,26,1,0,574,42,0,0,2.3,23.2,2022-08-31T18:30:00Z,90,20,0,0,0,0,5,3,7923,0,0,0,6,-387,432,819,45,TRUE,1,5,0,22-23
Pedro Lomba Neto,MID,Wolves,0,0,15,1,59.7,486,42,0,0,9.8,13.4,2022-08-31T18:30:00Z,90,3,0,0,0,0,5,0,742222,0,0,25,3,-132787,32194,164981,53,FALSE,0,5,0,22-23
Rico Henry,DEF,Brentford,0,0,6,0,14,85,43,1,0,4.6,10.6,2022-08-30T18:30:00Z,90,7,0,0,0,0,5,0,126437,1,1,21,2,-10859,9138,19997,45,FALSE,0,5,0,22-23
Tim Ream,DEF,Fulham,0,0,17,0,0.7,201,44,1,0,1.7,16.2,2022-08-30T18:30:00Z,90,5,0,0,0,0,5,0,12207,1,2,0,2,515,1542,1027,45,TRUE,0,5,0,22-23
Joel Ward,DEF,Crystal Palace,0,0,12,0,1.3,156,43,1,0,0.9,7.8,2022-08-30T18:30:00Z,90,4,0,0,0,0,5,0,20203,1,1,0,2,606,2408,1802,45,TRUE,0,5,0,22-23
Thilo Kehrer,DEF,West Ham,0,0,4,0,5.2,588,47,1,0,1.1,5.6,2022-08-31T18:45:00Z,90,18,1,0,0,0,5,0,4485,1,1,0,0,739,1203,464,45,TRUE,0,5,0,22-23
Harvey Elliott,MID,Liverpool,0,0,12,0,18.7,294,48,1,0,5.8,13.8,2022-08-31T19:00:00Z,90,15,0,0,0,0,5,0,84826,1,2,25,2,35336,45236,9900,50,TRUE,0,5,0,22-23
Robin Koch,DEF,Leeds,0,0,11,0,5.4,230,45,1,0,4.1,15.6,2022-08-30T19:00:00Z,90,8,0,0,0,0,5,0,17196,1,1,20,2,326,1765,1439,45,TRUE,0,5,0,22-23
Boubakary Soumaré,MID,Leicester,0,0,16,0,3.2,269,46,1,0,1.7,13.4,2022-09-01T19:00:00Z,90,14,0,0,0,0,5,0,62317,1,0,0,2,13165,21012,7847,44,TRUE,0,5,0,22-23
Adam Webster,DEF,Brighton,0,0,12,0,2.7,108,44,2,0,1.7,9.8,2022-08-30T18:30:00Z,90,9,0,0,0,0,5,0,58436,1,2,4,1,25398,29886,4488,45,FALSE,0,5,0,22-23
James Tarkowski,DEF,Everton,0,0,16,0,10,199,45,1,0,3,17.6,2022-08-30T19:00:00Z,90,11,0,0,0,0,5,0,70430,1,1,2,2,-5491,1565,7056,45,FALSE,0,5,0,22-23
Eric Dier,DEF,Spurs,0,1,17,0,0.7,430,47,1,0,2.3,22,2022-08-31T18:45:00Z,90,19,0,0,0,0,5,0,500096,1,1,0,3,6593,35644,29051,50,FALSE,0,5,0,22-23
Ruben Loftus-Cheek,MID,Chelsea,0,0,6,0,1.3,136,50,2,0,0.9,5.2,2022-08-30T18:45:00Z,45,17,0,0,0,0,5,0,22724,1,2,2,1,1454,4855,3401,50,FALSE,0,5,0,22-23
Lewis O'Brien,MID,Nott'm Forest,0,0,12,0,21.3,524,49,6,0,3.6,15,2022-08-31T18:30:00Z,90,13,0,0,0,0,5,0,5476,0,6,0,2,-494,245,739,50,FALSE,0,5,0,22-23
Gabriel Martinelli Silva,MID,Arsenal,0,3,34,0,30.7,19,41,1,1,14.4,44,2022-08-31T18:30:00Z,90,2,0,0,0,0,5,0,3952017,1,2,69,10,-151656,117275,268931,64,TRUE,0,5,0,22-23
Neco Williams,DEF,Nott'm Forest,0,0,18,0,38.4,295,49,6,0,6.9,28.6,2022-08-31T18:30:00Z,90,13,0,0,0,0,5,0,2748999,0,6,2,-1,-40455,91701,132156,41,FALSE,0,5,0,22-23
John McGinn,MID,Aston Villa,0,0,3,0,0.8,37,41,1,0,0.1,0.6,2022-08-31T18:30:00Z,72,1,0,0,0,0,5,0,101867,1,2,0,1,-17185,1061,18246,54,FALSE,1,5,0,22-23
Thiago Emiliano da Silva,DEF,Chelsea,0,0,21,0,2,128,50,2,0,5.2,42.2,2022-08-30T18:45:00Z,90,17,0,0,0,0,5,0,582288,1,2,8,1,-20959,20488,41447,55,FALSE,0,5,0,22-23
Illan Meslier,GK,Leeds,0,0,9,0,0,238,45,1,0,1.1,11,2022-08-30T19:00:00Z,90,8,0,0,0,0,5,1,254807,1,1,0,2,11145,26574,15429,45,TRUE,0,5,0,22-23
Moisés Caicedo Corozo,MID,Brighton,0,0,8,0,15.3,120,44,2,0,2.4,5,2022-08-30T18:30:00Z,78,9,0,0,0,0,5,0,27067,1,2,4,2,518,3831,3313,50,FALSE,0,5,0,22-23
David De Gea Quintana,GK,Man Utd,0,0,23,1,0,327,46,0,0,1.1,11.2,2022-09-01T19:00:00Z,90,10,0,0,0,0,5,2,544889,1,0,0,6,6845,30828,23983,49,FALSE,0,5,0,22-23
Lukasz Fabianski,GK,West Ham,0,1,17,0,0,455,47,1,0,1.4,13.8,2022-08-31T18:45:00Z,90,18,0,0,0,0,5,4,100432,1,1,0,4,-2769,2411,5180,50,TRUE,0,5,0,22-23
Albert Sambi Lokonga,MID,Arsenal,0,0,15,0,6.2,18,41,1,0,1.7,10.8,2022-08-31T18:30:00Z,90,2,0,0,0,0,5,0,26009,1,2,0,2,-418,3244,3662,44,TRUE,0,5,0,22-23
Kenny Tete,DEF,Fulham,0,0,9,0,0.8,215,44,1,0,1.7,15.8,2022-08-30T18:30:00Z,90,5,0,0,0,0,5,0,35782,1,2,0,2,900,4573,3673,45,TRUE,0,5,0,22-23
Kieran Tierney,DEF,Arsenal,0,0,8,0,3.1,8,41,1,0,3.5,11,2022-08-31T18:30:00Z,90,2,0,0,0,0,5,0,91991,1,2,21,2,2023,9526,7503,49,TRUE,0,5,0,22-23
Ilkay Gündogan,MID,Man City,0,0,17,1,60.1,300,49,0,0,8.2,19.8,2022-08-31T18:30:00Z,90,16,0,0,0,0,5,0,564533,0,6,2,3,66350,133075,66725,76,TRUE,0,5,0,22-23
Ben Davies,DEF,Spurs,0,0,12,0,25.6,432,47,1,0,4,10.6,2022-08-31T18:45:00Z,90,19,0,0,0,0,5,0,100228,1,1,4,1,2204,8264,6060,50,FALSE,1,5,0,22-23
Conor Coady,DEF,Everton,0,0,10,0,0.1,475,45,1,0,0.8,7.4,2022-08-30T19:00:00Z,90,11,0,0,0,0,5,0,285471,1,1,0,2,-3571,10811,14382,49,FALSE,0,5,0,22-23
Tyrone Mings,DEF,Aston Villa,0,0,17,0,0.2,39,41,2,0,3.6,35.8,2022-08-31T18:30:00Z,90,1,0,0,0,0,5,0,347676,1,2,0,1,-90304,1420,91724,44,FALSE,0,5,0,22-23
José Malheiro de Sá,GK,Wolves,0,0,24,1,0,478,42,0,0,1.9,18.8,2022-08-31T18:30:00Z,90,3,0,0,0,0,5,2,495340,0,0,0,6,30225,55681,25456,50,FALSE,0,5,0,22-23
Demarai Gray,MID,Everton,0,0,4,0,1.5,189,45,1,0,1.8,6.8,2022-08-30T19:00:00Z,90,11,0,0,0,0,5,0,97559,1,1,10,2,-8624,8875,17499,55,FALSE,0,5,0,22-23
Neeskens Kebano,MID,Fulham,1,0,18,0,22.9,204,44,1,0,5.7,22.2,2022-08-30T18:30:00Z,90,5,0,0,0,0,5,0,6304,1,2,12,5,-481,297,778,55,TRUE,0,5,0,22-23
Antonee Robinson,DEF,Fulham,0,0,10,0,11.7,217,44,1,0,3.1,19.4,2022-08-30T18:30:00Z,90,5,0,0,0,0,5,0,17054,1,2,0,1,197,1684,1487,45,TRUE,1,5,0,22-23
Matheus Luiz Nunes,MID,Wolves,0,0,3,1,18.1,589,42,0,0,2.5,1.2,2022-08-31T18:30:00Z,74,3,0,0,0,0,5,0,21246,0,0,6,3,3702,6340,2638,50,FALSE,0,5,0,22-23
Jordan Pickford,GK,Everton,0,0,17,0,0,182,45,1,0,3.4,34,2022-08-30T19:00:00Z,90,11,0,0,0,0,5,4,532658,1,1,0,3,-16926,13266,30192,45,FALSE,0,5,0,22-23
Pascal Groß,MID,Brighton,0,0,6,0,6,104,44,2,0,2.9,11.8,2022-08-30T18:30:00Z,90,9,0,0,0,0,5,0,1724176,1,2,11,2,688858,737577,48719,58,FALSE,0,5,0,22-23
Rúben da Silva Neves,MID,Wolves,0,0,12,1,5.3,480,42,0,0,3.8,24.8,2022-08-31T18:30:00Z,90,3,0,0,0,0,5,0,215749,0,0,8,2,50557,63758,13201,55,FALSE,1,5,0,22-23
Emiliano Martínez Romero,GK,Aston Villa,0,0,18,0,0,31,41,2,0,3.4,34.4,2022-08-31T18:30:00Z,90,1,0,0,0,0,5,6,477967,1,2,0,3,-53369,9246,62615,50,FALSE,0,5,0,22-23
Scott McKenna,DEF,Nott'm Forest,0,0,11,0,0.3,385,49,6,0,1.9,19,2022-08-31T18:30:00Z,90,13,0,0,0,0,5,0,11895,0,6,0,-1,-801,306,1107,45,FALSE,0,5,0,22-23
Jeffrey Schlupp,MID,Crystal Palace,0,0,4,1,5.6,161,43,0,0,4,8,2022-08-30T18:30:00Z,75,4,0,0,0,0,5,0,16197,1,1,26,3,58,1798,1740,49,TRUE,0,5,0,22-23
Aaron Cresswell,DEF,West Ham,0,0,16,0,1.5,457,47,1,0,2.9,27,2022-08-31T18:45:00Z,71,18,0,0,0,0,5,0,239899,1,1,0,2,-21500,5184,26684,49,TRUE,0,5,0,22-23
Andrew Robertson,DEF,Liverpool,0,0,18,0,41.8,284,48,1,0,7.6,13.8,2022-08-31T19:00:00Z,70,15,0,0,0,0,5,0,773269,1,2,20,2,-42785,40067,82852,69,TRUE,0,5,0,22-23
Pablo Fornals Malla,MID,West Ham,0,0,10,0,14,469,47,1,0,3.3,8.4,2022-08-31T18:45:00Z,84,18,0,0,0,0,5,0,89181,1,1,11,2,-1511,8795,10306,54,TRUE,0,5,0,22-23
Nélson Cabral Semedo,DEF,Wolves,0,0,4,0,17.4,482,42,0,0,3.3,16,2022-08-31T18:30:00Z,59,3,0,0,0,0,5,0,19736,0,0,0,1,6289,8828,2539,50,FALSE,0,5,0,22-23
Harry Kane,FWD,Spurs,1,0,14,0,7.3,427,47,1,0,7.8,6,2022-08-31T18:45:00Z,90,19,0,0,0,0,5,0,1775930,1,1,65,5,20503,177547,157044,114,FALSE,0,5,0,22-23
Gabriel Fernando de Jesus,FWD,Arsenal,0,0,19,0,12.3,28,41,1,1,14.2,37.8,2022-08-31T18:30:00Z,87,2,0,0,0,0,5,0,8026017,1,2,92,6,-70519,106179,176698,82,TRUE,0,5,0,22-23
Diogo Dalot Teixeira,DEF,Man Utd,0,3,29,1,12.1,342,46,0,0,3.1,15.2,2022-09-01T19:00:00Z,90,10,0,0,0,0,5,0,385006,1,0,4,8,120196,141835,21639,44,FALSE,1,5,0,22-23
